"rank","name","country","countrycode","time","timeBehind","performance","year","sport","gender","event","allbutfirst005percentfaster_time","allbutfirst005percentfaster_performance","allbutfirst005percentfaster_rank","allbutmedalists005percentfaster_time","allbutmedalists005percentfaster_performance","allbutmedalists005percentfaster_rank","allbutfirst01percentfaster_time","allbutfirst01percentfaster_performance","allbutfirst01percentfaster_rank","allbutmedalists01percentfaster_time","allbutmedalists01percentfaster_performance","allbutmedalists01percentfaster_rank","allbutfirst02percentfaster_time","allbutfirst02percentfaster_performance","allbutfirst02percentfaster_rank","allbutmedalists02percentfaster_time","allbutmedalists02percentfaster_performance","allbutmedalists02percentfaster_rank","allbutfirst05percentfaster_time","allbutfirst05percentfaster_performance","allbutfirst05percentfaster_rank","allbutmedalists05percentfaster_time","allbutmedalists05percentfaster_performance","allbutmedalists05percentfaster_rank","allbutfirst1percentfaster_time","allbutfirst1percentfaster_performance","allbutfirst1percentfaster_rank","allbutmedalists1percentfaster_time","allbutmedalists1percentfaster_performance","allbutmedalists1percentfaster_rank","genderEvent","position"
5,"Johannes LOCHNER & Christopher WEBER","Germany","GER",197.14,0.279999999999973,99.8579689560718,2018,"Bobsleigh","men","Two-Man",197.04147926037,99.9078979405499,5,197.04147926037,99.9078979405499,5,196.943056943057,99.9578269250279,5,196.943056943057,99.9578269250279,5,196.746506986028,100.057684893984,3,196.746506986028,100.057684893984,2,196.1592039801,100.357258800852,3,196.1592039801,100.357258800852,2,195.188118811881,100.856548645633,3,195.188118811881,100.856548645633,2,"men Two-Man",5
6,"Yunjong WON & Youngwoo SEO","Republic of Korea","KOR",197.4,0.539999999999992,99.726443768997,2018,"Bobsleigh","men","Two-Man",197.301349325337,99.7763069908815,6,197.301349325337,99.7763069908815,6,197.202797202797,99.826170212766,6,197.202797202797,99.826170212766,6,197.005988023952,99.9258966565349,6,197.005988023952,99.9258966565349,6,196.417910447761,100.225075987842,4,196.417910447761,100.225075987842,3,195.445544554455,100.723708206687,4,195.445544554455,100.723708206687,3,"men Two-Man",6
7,"Nick POLONIATO & Jesse LUMSDEN","Canada","CAN",197.74,0.879999999999995,99.5549711742692,2018,"Bobsleigh","men","Two-Man",197.641179410295,99.6047486598564,7,197.641179410295,99.6047486598564,7,197.542457542458,99.6545261454435,7,197.542457542458,99.6545261454435,7,197.345309381238,99.7540811166178,7,197.345309381238,99.7540811166178,7,196.756218905473,100.052746030141,5,196.756218905473,100.052746030141,4,195.782178217822,100.550520886012,5,195.782178217822,100.550520886012,4,"men Two-Man",7
8,"Benjamin MAIER & Markus SAMMER","Austria","AUT",197.76,0.899999999999977,99.5449029126214,2018,"Bobsleigh","men","Two-Man",197.661169415292,99.5946753640777,8,197.661169415292,99.5946753640777,8,197.562437562438,99.644447815534,8,197.562437562438,99.644447815534,8,197.365269461078,99.7439927184466,8,197.365269461078,99.7439927184466,8,196.776119402985,100.042627427184,6,196.776119402985,100.042627427184,5,195.80198019802,100.540351941748,6,195.80198019802,100.540351941748,5,"men Two-Man",8
1,"GERMANY","Germany","GER",195.85,0,100,2018,"Bobsleigh","men","Four-Man",195.85,100,1,195.85,100,1,195.85,100,1,195.85,100,1,195.85,100,1,195.85,100,1,195.85,100,6,195.85,100,4,195.85,100,8,195.85,100,6,"men Four-Man",1
2,"GERMANY","Germany","GER",196.38,0.530000000000001,99.7301150830023,2018,"Bobsleigh","men","Four-Man",196.281859070465,99.7799801405438,2,196.38,99.7301150830023,2,196.183816183816,99.8298451980853,2,196.38,99.7301150830023,2,195.988023952096,99.9295753131684,2,196.38,99.7301150830023,5,195.402985074627,100.228765658417,1,196.38,99.7301150830023,7,194.435643564356,100.727416233832,1,196.38,99.7301150830023,7,"men Four-Man",2
2,"REPUBLIC OF KOREA","Republic of Korea","KOR",196.38,0.530000000000001,99.7301150830023,2018,"Bobsleigh","men","Four-Man",196.281859070465,99.7799801405438,2,196.38,99.7301150830023,2,196.183816183816,99.8298451980853,2,196.38,99.7301150830023,2,195.988023952096,99.9295753131684,2,196.38,99.7301150830023,5,195.402985074627,100.228765658417,1,196.38,99.7301150830023,7,194.435643564356,100.727416233832,1,196.38,99.7301150830023,7,"men Four-Man",3
4,"SWITZERLAND","Switzerland","SUI",196.59,0.740000000000009,99.623582074368,2018,"Bobsleigh","men","Four-Man",196.491754122939,99.6733938654051,4,196.491754122939,99.6733938654051,4,196.393606393606,99.7232056564423,4,196.393606393606,99.7232056564423,4,196.197604790419,99.8228292385167,4,196.197604790419,99.8228292385167,2,195.611940298507,100.12169998474,3,195.611940298507,100.12169998474,1,194.643564356436,100.619817895112,3,194.643564356436,100.619817895112,1,"men Four-Man",4
5,"LATVIA","Latvia","LAT",196.65,0.800000000000011,99.5931858632087,2018,"Bobsleigh","men","Four-Man",196.551724137931,99.6429824561403,5,196.551724137931,99.6429824561403,5,196.453546453546,99.6927790490719,5,196.453546453546,99.6927790490719,5,196.25748502994,99.7923722349352,5,196.25748502994,99.7923722349352,3,195.671641791045,100.091151792525,4,195.671641791045,100.091151792525,2,194.70297029703,100.589117721841,4,194.70297029703,100.589117721841,2,"men Four-Man",5
6,"CANADA","Canada","CAN",196.69,0.840000000000003,99.572932025014,2018,"Bobsleigh","men","Four-Man",196.591704147926,99.6227184910265,6,196.591704147926,99.6227184910265,6,196.493506493507,99.672504957039,6,196.493506493507,99.672504957039,6,196.297405189621,99.772077889064,6,196.297405189621,99.772077889064,4,195.71144278607,100.070796685139,5,195.71144278607,100.070796685139,3,194.742574257426,100.568661345264,5,194.742574257426,100.568661345264,3,"men Four-Man",6
7,"AUSTRIA","Austria","AUT",196.9,1.05000000000001,99.4667343829355,2018,"Bobsleigh","men","Four-Man",196.8015992004,99.516467750127,7,196.8015992004,99.516467750127,7,196.703296703297,99.5662011173184,7,196.703296703297,99.5662011173184,7,196.506986027944,99.6656678517014,7,196.506986027944,99.6656678517014,7,195.92039800995,99.9640680548502,7,195.92039800995,99.9640680548502,5,194.950495049505,100.461401726765,6,194.950495049505,100.461401726765,4,"men Four-Man",7
8,"GERMANY","Germany","GER",197.11,1.26000000000002,99.3607630257217,2018,"Bobsleigh","men","Four-Man",197.011494252874,99.4104434072345,8,197.011494252874,99.4104434072345,8,196.913086913087,99.4601237887474,8,196.913086913087,99.4601237887474,8,196.716566866267,99.5594845517731,8,196.716566866267,99.5594845517731,8,196.129353233831,99.8575668408503,8,196.129353233831,99.8575668408503,6,195.158415841584,100.354370655979,7,195.158415841584,100.354370655979,5,"men Four-Man",8
1,"Mariama JAMANKA & Lisa BUCKWITZ","Germany","GER",202.45,0,100,2018,"Bobsleigh","women","Two-Woman",202.45,100,2,202.45,100,1,202.45,100,2,202.45,100,1,202.45,100,2,202.45,100,1,202.45,100,5,202.45,100,3,202.45,100,8,202.45,100,6,"women Two-Woman",1
2,"Elana MEYERS TAYLOR & Lauren GIBBS","United States","USA",202.52,0.0700000000000216,99.965435512542,2018,"Bobsleigh","women","Two-Woman",202.418790604698,100.015418230298,1,202.52,99.965435512542,2,202.317682317682,100.065400948054,1,202.52,99.965435512542,2,202.115768463074,100.165366383567,1,202.52,99.965435512542,2,201.512437810945,100.465262690105,1,202.52,99.965435512542,4,200.514851485149,100.965089867667,1,202.52,99.965435512542,7,"women Two-Woman",2
3,"Kaillie HUMPHRIES & Phylicia GEORGE","Canada","CAN",202.89,0.439999999999998,99.7831337177781,2018,"Bobsleigh","women","Two-Woman",202.788605697151,99.833025284637,3,202.89,99.7831337177781,4,202.687312687313,99.8829168514959,3,202.89,99.7831337177781,5,202.48502994012,99.9826999852137,3,202.89,99.7831337177781,5,201.880597014925,100.282049386367,2,202.89,99.7831337177781,7,200.881188118812,100.780965054956,2,202.89,99.7831337177781,8,"women Two-Woman",3
4,"Stephanie SCHNEIDER & Annika DRAZEK","Germany","GER",202.97,0.52000000000001,99.7438045031285,2018,"Bobsleigh","women","Two-Woman",202.868565717141,99.7936764053801,4,202.868565717141,99.7936764053801,3,202.767232767233,99.8435483076317,4,202.767232767233,99.8435483076317,3,202.564870259481,99.9432921121348,4,202.564870259481,99.9432921121348,3,201.960199004975,100.242523525644,3,201.960199004975,100.242523525644,1,200.960396039604,100.74124254816,3,200.960396039604,100.74124254816,1,"women Two-Woman",4
5,"Jamie GREUBEL POSER & Aja EVANS","United States","USA",203.02,0.570000000000022,99.7192394837947,2018,"Bobsleigh","women","Two-Woman",202.918540729635,99.7690991035366,5,202.918540729635,99.7690991035366,5,202.817182817183,99.8189587232785,5,202.817182817183,99.8189587232785,4,202.614770459082,99.9186779627623,5,202.614770459082,99.9186779627623,4,202.009950248756,100.217835681214,4,202.009950248756,100.217835681214,2,201.009900990099,100.716431878633,4,201.009900990099,100.716431878633,2,"women Two-Woman",5
6,"Alysia RISSLING & Heather MOYSE","Canada","CAN",203.63,1.18000000000001,99.4205176054609,2018,"Bobsleigh","women","Two-Woman",203.528235882059,99.4702278642636,6,203.528235882059,99.4702278642636,6,203.426573426573,99.5199381230663,6,203.426573426573,99.5199381230663,6,203.223552894212,99.6193586406718,6,203.223552894212,99.6193586406718,6,202.616915422886,99.9176201934882,6,202.616915422886,99.9176201934882,5,201.613861386139,100.414722781515,5,201.613861386139,100.414722781515,3,"women Two-Woman",6
7,"Christine DE BRUIN & Melissa LOTHOLZ","Canada","CAN",203.89,1.44,99.2937368188729,2018,"Bobsleigh","women","Two-Woman",203.788105947026,99.3433836872824,7,203.788105947026,99.3433836872824,7,203.686313686314,99.3930305556918,7,203.686313686314,99.3930305556918,7,203.483033932136,99.4923242925107,7,203.483033932136,99.4923242925107,7,202.875621890547,99.7902055029673,7,202.875621890547,99.7902055029673,6,201.871287128713,100.286674187062,6,201.871287128713,100.286674187062,4,"women Two-Woman",7
8,"Mica MCNEILL & Mica MOORE","Great Britain","GBR",204.07,1.62,99.2061547508208,2018,"Bobsleigh","women","Two-Woman",203.968015992004,99.2557578281962,8,203.968015992004,99.2557578281962,8,203.866133866134,99.3053609055716,8,203.866133866134,99.3053609055716,8,203.662674650699,99.4045670603224,8,203.662674650699,99.4045670603224,8,203.054726368159,99.7021855245749,8,203.054726368159,99.7021855245749,8,202.049504950495,100.198216298329,7,202.049504950495,100.198216298329,5,"women Two-Woman",8
1,"Dario COLOGNA","Switzerland","SUI",2023.9,0,100,2018,"Cross_Country","men","15K Freestyle",2023.9,100,1,2023.9,100,1,2023.9,100,1,2023.9,100,1,2023.9,100,1,2023.9,100,1,2023.9,100,1,2023.9,100,1,2023.9,100,2,2023.9,100,1,"men 15K Freestyle",1
2,"Simen Hegstad KRUEGER","Norway","NOR",2042.2,18.3,99.1039075506806,2018,"Cross_Country","men","15K Freestyle",2041.17941029485,99.153459504456,2,2042.2,99.1039075506806,2,2040.15984015984,99.2030114582313,2,2042.2,99.1039075506806,2,2038.12375249501,99.302115365782,2,2042.2,99.1039075506806,2,2032.03980099503,99.599427088434,2,2042.2,99.1039075506806,4,2021.9801980198,100.094946626187,1,2042.2,99.1039075506806,7,"men 15K Freestyle",2
3,"Denis SPITSOV","Olympic Athlete from Russia","OAR",2046.9,23,98.8763496018369,2018,"Cross_Country","men","15K Freestyle",2045.87706146927,98.9257877766378,3,2046.9,98.8763496018369,3,2044.85514485515,98.9752259514387,3,2046.9,98.8763496018369,4,2042.81437125749,99.0741023010406,3,2046.9,98.8763496018369,5,2036.71641791045,99.3707313498461,3,2046.9,98.8763496018369,5,2026.63366336634,99.8651130978553,3,2046.9,98.8763496018369,8,"men 15K Freestyle",3
4,"Martin Johnsrud SUNDBY","Norway","NOR",2048.8,24.9000000000001,98.7846544318625,2018,"Cross_Country","men","15K Freestyle",2047.77611194403,98.8340467590785,4,2047.77611194403,98.8340467590785,4,2046.75324675325,98.8834390862944,4,2046.75324675325,98.8834390862944,3,2044.71057884232,98.9822237407263,4,2044.71057884232,98.9822237407263,3,2038.60696517413,99.2785777040219,4,2038.60696517413,99.2785777040219,2,2028.51485148515,99.7725009761812,4,2028.51485148515,99.7725009761812,2,"men 15K Freestyle",4
5,"Maurice MANIFICAT","France","FRA",2050.9,27,98.6835048027695,2018,"Cross_Country","men","15K Freestyle",2049.87506246877,98.7328465551709,5,2049.87506246877,98.7328465551709,5,2048.85114885115,98.7821883075723,5,2048.85114885115,98.7821883075723,5,2046.80638722555,98.880871812375,5,2046.80638722555,98.880871812375,4,2040.69651741294,99.1769223267833,5,2040.69651741294,99.1769223267833,3,2030.59405940594,99.6703398507972,5,2030.59405940594,99.6703398507972,3,"men 15K Freestyle",5
6,"Hans Christer HOLUND","Norway","NOR",2058.4,34.5,98.3239409249903,2018,"Cross_Country","men","15K Freestyle",2057.37131434283,98.3731028954528,6,2057.37131434283,98.3731028954528,6,2056.34365634366,98.4222648659153,6,2056.34365634366,98.4222648659153,6,2054.29141716567,98.5205888068403,6,2054.29141716567,98.5205888068403,6,2048.1592039801,98.8155606296152,6,2048.1592039801,98.8155606296152,6,2038.0198019802,99.3071803342402,6,2038.0198019802,99.3071803342402,4,"men 15K Freestyle",6
7,"Alex HARVEY","Canada","CAN",2059.4,35.5,98.2761969505681,2018,"Cross_Country","men","15K Freestyle",2058.3708145927,98.3253350490434,7,2058.3708145927,98.3253350490434,7,2057.34265734266,98.3744731475187,7,2057.34265734266,98.3744731475187,7,2055.28942115768,98.4727493444693,7,2055.28942115768,98.4727493444693,7,2049.15422885572,98.767577935321,7,2049.15422885572,98.767577935321,7,2039.0099009901,99.2589589200738,7,2039.0099009901,99.2589589200738,5,"men 15K Freestyle",7
8,"Marcus HELLNER","Sweden","SWE",2062.6,38.6999999999998,98.1237273344323,2018,"Cross_Country","men","15K Freestyle",2061.5692153923,98.1727891980995,8,2061.5692153923,98.1727891980995,8,2060.53946053946,98.2218510617667,8,2060.53946053946,98.2218510617667,8,2058.48303393214,98.3199747891011,8,2058.48303393214,98.3199747891011,8,2052.33830845771,98.6143459711044,8,2052.33830845771,98.6143459711044,8,2042.17821782178,99.1049646077766,8,2042.17821782178,99.1049646077766,6,"men 15K Freestyle",8
1,"Ragnhild HAGA","Norway","NOR",1500.5,0,100,2018,"Cross_Country","women","10K Freestyle",1500.5,100,1,1500.5,100,1,1500.5,100,1,1500.5,100,1,1500.5,100,1,1500.5,100,1,1500.5,100,1,1500.5,100,1,1500.5,100,1,1500.5,100,1,"women 10K Freestyle",1
2,"Charlotte KALLA","Sweden","SWE",1520.8,20.3,98.6651762230405,2018,"Cross_Country","women","10K Freestyle",1520.03998001,98.714508811152,2,1520.8,98.6651762230405,2,1519.28071928072,98.7638413992635,2,1520.8,98.6651762230405,2,1517.76447105788,98.8625065754866,2,1520.8,98.6651762230405,2,1513.23383084577,99.1585021041557,2,1520.8,98.6651762230405,2,1505.74257425743,99.6518279852709,2,1520.8,98.6651762230405,3,"women 10K Freestyle",2
3,"Marit BJOERGEN","Norway","NOR",1532.4,31.9000000000001,97.9182980944923,2018,"Cross_Country","women","10K Freestyle",1531.63418290855,97.9672572435395,3,1532.4,97.9182980944923,3,1530.86913086913,98.0162163925868,3,1532.4,97.9182980944923,3,1529.34131736527,98.1141346906813,3,1532.4,97.9182980944923,3,1524.77611940299,98.4078895849647,3,1532.4,97.9182980944923,4,1517.22772277228,98.8974810754372,3,1532.4,97.9182980944923,4,"women 10K Freestyle",3
3,"Krista PARMAKOSKI","Finland","FIN",1532.4,31.9000000000001,97.9182980944923,2018,"Cross_Country","women","10K Freestyle",1531.63418290855,97.9672572435395,3,1532.4,97.9182980944923,3,1530.86913086913,98.0162163925868,3,1532.4,97.9182980944923,3,1529.34131736527,98.1141346906813,3,1532.4,97.9182980944923,3,1524.77611940299,98.4078895849647,3,1532.4,97.9182980944923,4,1517.22772277228,98.8974810754372,3,1532.4,97.9182980944923,4,"women 10K Freestyle",4
5,"Jessica DIGGINS","United States","USA",1535.7,35.2,97.7078856547503,2018,"Cross_Country","women","10K Freestyle",1534.93253373313,97.7567395975776,5,1534.93253373313,97.7567395975776,5,1534.16583416583,97.805593540405,5,1534.16583416583,97.805593540405,5,1532.63473053892,97.9033014260598,5,1532.63473053892,97.9033014260598,5,1528.05970149254,98.196425083024,5,1528.05970149254,98.196425083024,3,1520.49504950495,98.6849645112978,5,1520.49504950495,98.6849645112978,2,"women 10K Freestyle",5
6,"Nathalie VON SIEBENTHAL","Switzerland","SUI",1550.3,49.8,96.7877185060956,2018,"Cross_Country","women","10K Freestyle",1549.52523738131,96.8361123653486,6,1549.52523738131,96.8361123653486,6,1548.75124875125,96.8845062246017,6,1548.75124875125,96.8845062246017,6,1547.20558882236,96.9812939431078,6,1547.20558882236,96.9812939431078,6,1542.58706467662,97.2716570986261,6,1542.58706467662,97.2716570986261,6,1534.9504950495,97.7555956911565,6,1534.9504950495,97.7555956911565,6,"women 10K Freestyle",6
7,"Ingvild Flugstad OESTBERG","Norway","NOR",1566,65.5,95.8173690932312,2018,"Cross_Country","women","10K Freestyle",1565.21739130435,95.8652777777778,7,1565.21739130435,95.8652777777778,7,1564.43556443556,95.9131864623244,7,1564.43556443556,95.9131864623244,7,1562.87425149701,96.0090038314176,7,1562.87425149701,96.0090038314176,7,1558.20895522388,96.2964559386973,7,1558.20895522388,96.2964559386973,7,1550.49504950495,96.7755427841635,7,1550.49504950495,96.7755427841635,7,"women 10K Freestyle",7
8,"Anastasia SEDOVA","Olympic Athlete from Russia","OAR",1567.8,67.3,95.7073606327338,2018,"Cross_Country","women","10K Freestyle",1567.01649175412,95.7552143130501,8,1567.01649175412,95.7552143130501,8,1566.23376623377,95.8030679933665,8,1566.23376623377,95.8030679933665,8,1564.67065868263,95.8987753539992,8,1564.67065868263,95.8987753539992,8,1560,96.1858974358974,8,1560,96.1858974358974,8,1552.27722772277,96.6644342390611,8,1552.27722772277,96.6644342390611,8,"women 10K Freestyle",8
1,"David GLEIRSCHER","Austria","AUT",190.702,0,100,2018,"Luge","men","Singles",190.702,100,2,190.702,100,1,190.702,100,2,190.702,100,1,190.702,100,7,190.702,100,5,190.702,100,8,190.702,100,6,190.702,100,8,190.702,100,6,"men Singles",1
2,"Chris MAZDZER","United States","USA",190.728,0.0260000000000105,99.9863680214756,2018,"Luge","men","Singles",190.632683658171,100.036361205486,1,190.728,99.9863680214756,2,190.537462537463,100.086354389497,1,190.728,99.9863680214756,2,190.347305389222,100.186340757519,1,190.728,99.9863680214756,7,189.779104477612,100.486299861583,1,190.728,99.9863680214756,7,188.839603960396,100.98623170169,1,190.728,99.9863680214756,7,"men Singles",2
3,"Johannes LUDWIG","Germany","GER",190.932,0.22999999999999,99.879538264932,2018,"Luge","men","Singles",190.836581709145,99.9294780340645,3,190.932,99.879538264932,6,190.741258741259,99.979417803197,3,190.932,99.879538264932,8,190.550898203593,100.079297341462,2,190.932,99.879538264932,8,189.982089552239,100.378935956257,2,190.932,99.879538264932,8,189.041584158416,100.878333647581,2,190.932,99.879538264932,8,"men Singles",3
4,"Dominik FISCHNALLER","Italy","ITA",190.934,0.231999999999999,99.8784920443714,2018,"Luge","men","Singles",190.838580709645,99.9284312903935,4,190.838580709645,99.9284312903935,3,190.743256743257,99.9783705364157,4,190.743256743257,99.9783705364157,3,190.552894211577,100.07824902846,3,190.552894211577,100.07824902846,1,189.98407960199,100.377884504593,3,189.98407960199,100.377884504593,1,189.043564356436,100.877276964815,3,189.043564356436,100.877276964815,1,"men Singles",4
5,"Felix LOCH","Germany","GER",190.968,0.265999999999991,99.8607096476897,2018,"Luge","men","Singles",190.872563718141,99.9106400025135,5,190.872563718141,99.9106400025135,4,190.777222777223,99.9605703573373,5,190.777222777223,99.9605703573373,4,190.586826347305,100.060431066985,4,190.586826347305,100.060431066985,2,190.017910447761,100.360013195928,4,190.017910447761,100.360013195928,2,189.077227722772,100.859316744167,4,189.077227722772,100.859316744167,2,"men Singles",5
6,"Sam EDNEY","Canada","CAN",191.021,0.319000000000017,99.8330026541584,2018,"Luge","men","Singles",190.925537231384,99.8829191554855,6,190.925537231384,99.8829191554855,5,190.83016983017,99.9328356568126,6,190.83016983017,99.9328356568126,5,190.639720558882,100.032668659467,5,190.639720558882,100.032668659467,3,190.070646766169,100.332167667429,5,190.070646766169,100.332167667429,3,189.129702970297,100.8313326807,5,189.129702970297,100.8313326807,3,"men Singles",6
7,"Kevin FISCHNALLER","Italy","ITA",191.054,0.352000000000004,99.8157588953908,2018,"Luge","men","Singles",190.95852073963,99.8656667748385,7,190.95852073963,99.8656667748385,7,190.863136863137,99.9155746542862,7,190.863136863137,99.9155746542862,6,190.672654690619,100.015390413182,6,190.672654690619,100.015390413182,4,190.103482587065,100.314837689868,6,190.103482587065,100.314837689868,4,189.162376237624,100.813916484345,6,189.162376237624,100.813916484345,4,"men Singles",7
