"year","gender","distance","stroke","rank","name","country","countrycode","time","timeBehind","genderDistance"
"2017","men","100","fly"," 7","Grant IRVINE","Australia","AUS","51.00","1.14","men 100"
"2017","men","100","fly"," 8","Mehdy METELLA","France","FRA","51.16","1.30","men 100"
"2017","men","100","free"," 1","Caeleb Remel DRESSEL","United States","USA","47.17","0.00","men 100"
"2017","men","100","free"," 2","Nathan ADRIAN","United States","USA","47.87","0.70","men 100"
"2017","men","100","free"," 3","Mehdy METELLA","France","FRA","47.89","0.72","men 100"
"2017","men","100","free"," 4","Cameron MCEVOY","Australia","AUS","47.92","0.75","men 100"
"2017","men","100","free"," 5","Duncan SCOTT","Great Britain","GBR","48.11","0.94","men 100"
"2017","men","100","free"," 5","Marcelo CHIERIGHINI","Brazil","BRA","48.11","0.94","men 100"
"2017","men","100","free"," 7","Jack CARTWRIGHT","Australia","AUS","48.24","1.07","men 100"
"2017","men","100","free"," 8","Sergii SHEVTSOV","Ukraine","UKR","48.26","1.09","men 100"
"2017","women"," 50","back"," 1","Etiene MEDEIROS","Brazil","BRA","27.14","0.00","women 50"
"2017","women"," 50","back"," 2","Yuanhui FU","China","CHN","27.15","0.01","women 50"
"2017","women"," 50","back"," 3","Aliaksandra HERASIMENIA","Belarus","BLR","27.23","0.09","women 50"
"2017","women"," 50","back"," 4","Emily SEEBOHM","Australia","AUS","27.37","0.23","women 50"
"2017","women"," 50","back"," 5","Kathleen BAKER","United States","USA","27.50","0.36","women 50"
"2017","women"," 50","back"," 6","Xueer WANG","China","CHN","27.55","0.41","women 50"
"2017","women"," 50","back"," 7","Holly BARRATT","Australia","AUS","27.60","0.46","women 50"
"2017","women"," 50","back"," 8","Georgia DAVIES","Great Britain","GBR","27.61","0.47","women 50"
"2017","women"," 50","breast"," 1","Lilly KING","United States","USA","29.40","0.00","women 50"
"2017","women"," 50","breast"," 2","Yuliya EFIMOVA","Russia","RUS","29.57","0.17","women 50"
"2017","women"," 50","breast"," 3","Katie MEILI","United States","USA","29.99","0.59","women 50"
"2017","women"," 50","breast"," 4","Ruta MEILUTYTE","Lithuania","LTU","30.20","0.80","women 50"
"2017","women"," 50","breast"," 5","Jennie JOHANSSON","Sweden","SWE","30.31","0.91","women 50"
"2017","women"," 50","breast"," 6","Sarah VASEY","Great Britain","GBR","30.62","1.22","women 50"
"2017","women"," 50","breast"," 7","Arianna CASTIGLIONI","Italy","ITA","30.74","1.34","women 50"
"2017","women"," 50","breast"," 8","Rachel NICOL","Canada","CAN","30.80","1.40","women 50"
"2017","women"," 50","fly"," 1","Sarah SJÖSTRÖM","Sweden","SWE","24.60","0.00","women 50"
"2017","women"," 50","fly"," 2","Ranomi KROMOWIDJOJO","Netherlands","NED","25.38","0.78","women 50"
"2017","women"," 50","fly"," 3","Farida OSMAN","Egypt","EGY","25.39","0.79","women 50"
"2017","women"," 50","fly"," 4","Kelsi WORRELL","United States","USA","25.48","0.88","women 50"
"2017","women"," 50","fly"," 5","Penny OLEKSIAK","Canada","CAN","25.62","1.02","women 50"
"2017","women"," 50","fly"," 6","Melanie HENIQUE","France","FRA","25.76","1.16","women 50"
"2017","women"," 50","fly"," 7","Kimberly BUYS","Belgium","BEL","25.78","1.18","women 50"
"2017","women"," 50","fly"," 8","Aliena SCHMIDTKE","Germany","GER","26.08","1.48","women 50"
"2017","women"," 50","free"," 1","Sarah SJÖSTRÖM","Sweden","SWE","23.69","0.00","women 50"
"2017","women"," 50","free"," 2","Ranomi KROMOWIDJOJO","Netherlands","NED","23.85","0.16","women 50"
"2017","women"," 50","free"," 3","Simone MANUEL","United States","USA","23.97","0.28","women 50"
"2017","women"," 50","free"," 4","Pernille BLUME","Denmark","DEN","24.00","0.31","women 50"
"2017","women"," 50","free"," 5","Aliaksandra HERASIMENIA","Belarus","BLR","24.46","0.77","women 50"
"2017","women"," 50","free"," 6","Xiang LIU","China","CHN","24.58","0.89","women 50"
"2017","women"," 50","free"," 6","Anna SANTAMANS","France","FRA","24.58","0.89","women 50"
"2017","women"," 50","free"," 6","Bronte CAMPBELL","Australia","AUS","24.58","0.89","women 50"
"2017","women","100","back"," 1","Kylie Jacqueline MASSE","Canada","CAN","58.10","0.00","women 100"
"2017","women","100","back"," 2","Kathleen BAKER","United States","USA","58.58","0.48","women 100"
"2017","women","100","back"," 3","Emily SEEBOHM","Australia","AUS","58.59","0.49","women 100"
"2017","women","100","back"," 4","Olivia SMOLIGA","United States","USA","58.77","0.67","women 100"
"2017","women","100","back"," 5","Anastasiia FESIKOVA","Russia","RUS","58.83","0.73","women 100"
"2017","women","100","back"," 6","Daria USTINOVA","Russia","RUS","59.50","1.40","women 100"
"2017","women","100","back"," 7","Simona BAUMRTOVA","Czech Republic","CZE","59.71","1.61","women 100"
"2017","women","100","back"," 8","Kathleen DAWSON","Great Britain","GBR","59.90","1.80","women 100"
"2017","women","100","breast"," 1","Lilly KING","United States","USA","64.13","0.00","women 100"
"2017","women","100","breast"," 2","Katie MEILI","United States","USA","65.03","0.90","women 100"
"2017","women","100","breast"," 3","Yuliya EFIMOVA","Russia","RUS","65.05","0.92","women 100"
"2017","women","100","breast"," 4","Ruta MEILUTYTE","Lithuania","LTU","65.65","1.52","women 100"
"2017","women","100","breast"," 5","Jinglin SHI","China","CHN","66.43","2.30","women 100"
"2017","women","100","breast"," 6","Kierra SMITH","Canada","CAN","66.90","2.77","women 100"
"2017","women","100","breast"," 7","Jessica VALL","Spain","ESP","66.95","2.82","women 100"
"2017","women","100","breast"," 8","Sarah VASEY","Great Britain","GBR","67.19","3.06","women 100"
"2017","women","100","fly"," 1","Sarah SJÖSTRÖM","Sweden","SWE","55.53","0.00","women 100"
"2017","women","100","fly"," 2","Emma MCKEON","Australia","AUS","56.18","0.65","women 100"
"2017","women","100","fly"," 3","Kelsi WORRELL","United States","USA","56.37","0.84","women 100"
"2017","women","100","fly"," 4","Penny OLEKSIAK","Canada","CAN","56.94","1.41","women 100"
"2017","women","100","fly"," 5","Sehyeon AN","Republic of Korea","KOR","57.07","1.54","women 100"
"2017","women","100","fly"," 6","Rikako IKEE","Japan","JPN","57.08","1.55","women 100"
"2017","women","100","fly"," 7","Svetlana CHIMROVA","Russia","RUS","57.24","1.71","women 100"
"2017","women","100","fly"," 8","Yufei ZHANG","China","CHN","57.51","1.98","women 100"
"2017","women","100","free"," 1","Simone MANUEL","United States","USA","52.27","0.00","women 100"
"2017","women","100","free"," 2","Sarah SJÖSTRÖM","Sweden","SWE","52.31","0.04","women 100"
"2017","women","100","free"," 3","Pernille BLUME","Denmark","DEN","52.69","0.42","women 100"
"2017","women","100","free"," 4","Mallory COMERFORD","United States","USA","52.77","0.50","women 100"
"2017","women","100","free"," 5","Ranomi KROMOWIDJOJO","Netherlands","NED","52.78","0.51","women 100"
"2017","women","100","free"," 6","Penny OLEKSIAK","Canada","CAN","52.94","0.67","women 100"
"2017","women","100","free"," 7","Bronte CAMPBELL","Australia","AUS","53.18","0.91","women 100"
"2017","women","100","free"," 8","Emma MCKEON","Australia","AUS","53.21","0.94","women 100"
