newClusters	xs	ys
7	 0.287219027	-0.222180207
7	 0.344321859	0.367071259
7	 0.206802682	-0.572725072
7	 0.450579506	0.015193907
7	 0.509734267	0.091871667
7	 0.421664469	0.03349766
7	 0.242685023	-0.215512873
7	-0.617271069	-0.035391157
7	 0.49783436	    0.082837626
7	 0.517469278	-0.180949198
7	 0.529419172	-0.0151506
7	 0.318241077	0.054292102
7	 0.341265599	-0.295396509
7	 0.439549661	-0.066206804
7	 0.473080392	-0.148561286
7	 0.404831485	-0.026311256
7	 0.450160487	0.086721798
7	 0.439709362	-0.090873703
7	 0.56510273	    -0.066122148
7	 0.401216073	-0.105717551
7 	 0.531833246	0.015884606
7	 0.099810823	-0.197212926
7	 0.462100182	-0.07343482
8	-0.334950308	-0.378521672
8	-0.241648424	-0.105282018
8	-0.354194011	-0.185475576
8	-0.269387542	-0.201287688
8	-0.526642042	0.048857799
8	-0.149185512	-0.215786184
8	-0.257941338	-0.27039693
8	-0.455776961	-0.145886053
8	-0.435607005	-0.193419331
8	-0.346914586	-0.227620601
8	-0.385414556	-0.215017871
8	 0.236409354	-0.375898152
8	-0.252797595	-0.273958072
8	-0.49596829	    0.016880746
8	-0.397370816	-0.317448503
8	-0.42943543	    -0.346948019
8	-0.419464458	-0.103228884
8	-0.359364966	-0.372243719
8	-0.411596761	-0.079921779
8	-0.466157958	-0.120248441
8	-0.506845508	-0.10068924
8	-0.453895613	-0.183948493
8	-0.428307216	-0.129441241
8	-0.516739858	-0.054917441
8	-0.460291258	-0.160320528
8	-0.416306639	-0.305654453
8	-0.383297785	-0.361592471
8	-0.019954628	-0.007911631
8	-0.581589811	0.043054942
8	-0.468557914	-0.085448195
8	-0.308516084	-0.258147759
		
		
		
		
		
		
		
