id,lon,lat
7,4.8951679,52.3702157
200,144.96,-37.81
30,-123.1207375,49.2827291
226,-79.3831843,43.653226
201,18.0685808,59.3293235
11,139.6917064,35.6894875
139,-118.796877,32.060255
166,2.3522219,48.856614
276,54.6871555,25.2796514
156,103.819836,1.352083
46,-74.0059728,40.7127753
79,22.9444191,40.6400629
42,-0.1277583,51.5073509
102,80.2707184,13.0826802
